Given the following triangle (Fig. 1), find side a.	"A) 14.61 inches
B) 16.45 inches
C) 14.54 inches
D) 16.51 inches"	B
The origin of the world coordinate system, when controlling the movement of a robotic arm, is located:	"A) at the center of the base of the robot.
B) at the center of the robotic arm’s tool flange.
C) at the center oriented according to the dimensions of the part.
D) at a point in space designated by the operator/programmer."	A
What type of power is used for robots that work with large heavy loads?	"A) Servomotors.
B) Nano-servers.
C) Hydraulic.
D) Pneumatics."	C
What type of control requires outside sensing to modify the robot program?	"A) Continuous path
B) Point-to-point
C) Manual
D) Adaptive"	D
A bar code can be read from either left to right or right to left. The symbology feature that allows for this is its:	"A) aspect ratio.
B) code length.
C) check character.
D) start/stop character."	D
The X dimension of a bar code refers to the:	"A) height of the bar code.
B) width of the widest element.
C) width of the narrowest element.
D) length of the bar code."	C
You are required to implement an automatic identification system into an existing manufacturing area. The system must have the ability to track parts through the manufacturing system, carry manufacturing data about the product, allow information to be changed or updated and not be affected by dirt or grime. The auto ID technique that best fits this application is:	"A) optical character recognition.
B) radio frequency identification.
C) bar codes.
D) magnetic strip identification."	B
Which of the following statements is correct concerning UPC and Code 39 Bar Code?	"A) Both UPC and Code 39 are strictly numeric.
B) UPC is alphanumeric and Code 39 is strictly numeric.
C) UPC is strictly numeric and Code 39 is alphanumeric.
D) Both UPC and Code 39 are alphanumeric."	C
A bar code can be read from either end because:	"A) Bar code numbers are the same from either direction.
B) The scanner adjusts for the direction of the reading.
C) The operator programs the scanner for the reading direction.
D) The software adjusting for the direction of the reading."	D
Manufacturing lead time includes which of the following?	"A) Setup time and processing time only.
B) Queue time, setup time, run time, wait time, and move time.
C) Purchasing time, delivery time, and distribution time.
D) Only the value added times."	B
Demand of an item is considered to be, "independent" when that:	"A) item is the only item produced in a manufacturing cell.
B) item's demand is unrelated to the demand for other items.
C) item is purchased.
D) item does not include any subassemblies."	B
The basis for the Activity Based Costing (ABC) inventory classification system in determining which item should receive the greatest control is the:	"A) rate of turnover for each item.
B) size of the inventory for each item.
C) annual dollar usage of each item.
D) annual quantity usage of each item."	C
In a Materials Requirements Planning system, what data source is used to determine the raw materials and component parts needed to produce a given item listed in the master schedule?	"A) Item master file
B) Bill of materials
C) Part rating sheet
D) Assembly drawings"	B
The square root of the variance is the:	"A) mean.
B) skewness.
C) standard deviation.
D) Chi-square."	C
Based on the normal distribution curve, how many parts in 1,000 would fall outside the limits of a six-sigma range?	"A) 27 parts
B) 3 parts
C) 6 parts
D) 30 parts"	B
If variation in a process is normally distributed and a process dimension has a bilateral tolerance of plus or minus three standard deviations, what would the expected percentage of bad parts be?	"A) .02 %
B) .27 %
C) 0.0 %
D) 1.02 %"	B
A steering joint angle in excess of 12 degrees might cause steering failure in the Weld. The mean was estimated to be 9.25 degrees and, the standard deviation at 1.03 degrees. Given that the data approximates a normal distribution, calculate the "Z" value of the Joint angle of 12 degrees.	"A) -2.67
B) -2.40
C) 2.67
D) .02"	C
What is the process capability index Cp if the value of 6 sigma is equal to 75% of the total tolerance?	"A) Cp is greater than 1.5
B) Cp is greater than 1
C) Cp cannot be determined from the given data
D) Cp is less than 1"	B
Control limits on a control chart are:	"A) used to identify the absence of random-cause variation.
B) dependent on sample size and β-risk.
C) characteristic of the process reliability in question.
D) based on the process mean and variability."	D
The upper and lower limits on a control chart are determined by the:	"A) capability of the process.
B) functional requirements.
C) supervisor.
D) set-up operator."	A
Lines A and B on Fig. 17 denote the:	"A) upper and lower control limits for X bar.
B) tolerance limits of X.
C) high and low orders of magnitude of X bar.
D) upper and lower control limits for R"	A
Which of the following control chart methods would be the best way to control the number of defects per part being painted in a spray booth?	"A) X-bar and R chart
B) c chart
C) u chart
D) p chart"	B
For the completion of a given process, the raw data showed a statistical average time of 2.07 minutes. The rating was 90%, and the allowance was 10%. The standard time for this process is:	"A) 1.66 minutes
B) 1.86 minutes
C) 2.05 minutes
D) 4.32 minutes"	B
A shaft is measured with a mean of 5.001 mm with a process standard deviation of 0.004 mm. If the engineering specifications are 5 ± 0.01 mm, then what is the process capability 'Cpk' value? Choose the BEST answer.	"A) 0.75
B) 0.83
C) 1.2
D) 1.33"	A
Which of the following is a graphic technique used to analyze cause-and-effect relationships?	"A) Pareto diagram
B) Histogram
C) Fishbone diagram
D) PERT/CPM chart"	C
A cause and effect diagram is also known as a:	"A) pareto chart.
B) process flow diagram.
C) fishbone diagram.
D) bar graph diagram."	C
Which of the following problem-solving techniques specifically prohibits initial criticism of other peoples' ideas?	"A) nominal grouping
B) Pareto analysis
C) synectics
D) brainstorming"	D
Which of the following problem-solving techniques is the best method for determining the most effective area to be focused on for improvement?	"A) Nominal group technique
B) Pareto analysis
C) Brainstorming
D) Cause and effect analysis"	B
The first step in problem solving is:	"A) defining the problem.
B) assembling a problem-solving team.
C) assembling a fishbone (Ishikawa) diagram.
D) obtaining statistical data."	A
Which of the following product design methods is most dependent on open communication and team approach?	"A) Kinematic analysis
B) Finite element analysis
C) Closed-form solution analysis
D) Logic and simulation analysis"	A
Which of the following is a graphic technique that identifies the vital few as opposed to the trivial many (80/20 rule)?	"A) Fishbone diagram
B) Pareto Diagram
C) PERT/CPM Chart
D) Histogram"	B
Problems affecting quality can be classified into "the vital few and the trivial many." Which of the following graphical methods can be used to rank the importance of defects?	"A) Ishikawa diagram
B) scatter diagram
C) Shewhart control chart
D) Pareto chart"	D
Given the reliability of the components shown below, what is the reliability of the system? Refer the reliability block diagram below. Choose the BEST answer.	"A) 0.96
B) 0.97
C) 0.98
D) 0.99"	A
For a design of experiments (DOE) with 5 factors and 3 levels, how many runs (trials) are required for a full factorial analysis?	"A) 15
B) 77
C) 125
D) 243"	D
ISO 9001 Quality Management System Certification:	"A) can be approved by an internal lead auditor.
B) requires a third-party auditor that is an accredited registrar.
C) is a one-time only process; it is a lifetime certification.
D) requires full recertifications every 5 years."	B
A metric micrometer would read in	"A) millimeters.
B) kilometers.
C) centimeters.
D) decimeters."	A
Working gages used by production personnel generally use what percent of the workpiece tolerance?	"A) 15 percent
B) 10 percent
C) 5 percent
D) 90 percent"	B
Comparison of a dimension with some standard to see if it is larger or smaller is:	"A) checking.
B) gaging.
C) measuring.
D) profiling."	B
What is the measurement shown on this 0" - 1" micrometer (Fig. 18)?	"A) 6.3100
B) .6256
C) .6310
D) 6.2560"	C
A hand-held metric micrometer, without a precision vernier scale on the sleeve, would typically read in graduations of .01:	"A) micrometers.
B) decimeters.
C) millimeters.
D) centimeters."	C
A reference or master gage is used:	"A) for reference to the route sheets.
B) as a template in an optical comparator.
C) for calibrating the gages used for inspection.
D) for checking the product."	C
A profilometer may be used to:	"A) check the lead of screw threads.
B) check the roughness of a ground surface.
C) measure the roughness height of the finished surfaces of a gear tooth.
D) measure the profiles of gear teeth after shaving."	B
A profilometer is used to determine:	"A) machine vibration.
B) the outline of a thread part.
C) the pitch of a gear.
D) surface roughness."	D
An optical comparator may be used for:	"A) surface flatness measurement.
B) contour measurement.
C) surface roughness measurement.
D) surface waviness measurement."	B
A snap gage with which of the following nominal dimensions would be used to check ground shafts with O.D. specifications of 1.4965+0.0015-0.0010:	"A) go 1.4975, no go 1.4950
B) go 1.4955, no go 1.4980
C) go 1.4980, no go 1.4955
D) go 1.4950, no go 1.4925"	C
An inspector needs to measure the angle of a beveled surface on a casting. Which of the following measuring devices would be an appropriate instrument for this application?	"A) Sine bars
B) Telescopic gages
C) Sliding T-Bevel
D) Vernier caliper"	A
How well gage readings agree with a known standard is known as:	"A) stability
B) reproducibility
C) accuracy
D) precision"	D
The hand-held one inch vernier micrometer shown below reads a measurement of:	"A) .2560 inch
B) .2558 inch
C) .2515 inch
D) 2.56 inches"	A
How closely gage readings agree with a known standard is known as:	"A) stability
B) accuracy
C) reproducibility
D) precision"	B
Which of the following expresses 5 micro inches?	"A) .000005 inch
B) .0005 inch
C) .00005 inch
D) .005 inch"	A
The general type of machine that presses a steel ball into a work piece and the measures the amount of penetration is a/an:	"A) impact testing machine
B) compaction testing machine
C) compression testing machine
D) hardness testing machine"	D
Which of the following is NOT an example of a non-destructive test?	"A) Radiographic Test
B) Ultrasonic Test
C) Tensile Test
D) Magnetic Particle Test"	C
Using 3D printing as a means of creating casting molds, jigs, or fixtures; are examples of:	"A) hybrid manufacturing
B) post processing applications
C) secondary processes
D) pre-processing"	B
In addition to having an established code of ethics posted for a company's employees, what is the best way to promote ethical behavior by the employees?	"A) Stiff penalties should be set by the company for unethical behavior
B) Ethics manuals should be distributed to all employees
C) Management should set an example by demonstrating desired ethical behavior
D) Periodic presentations should be made to employees about ethics"	C
Legally, who has the ultimate responsibility for the ethical behavior of individuals in a manufacturing organization?	"A) the individuals themselves
B) the government
C) the owners of the company
D) management executives"	C
Which of the following most hinders communications between upper management and workers?	"A) numerous levels of management hierarchy
B) few levels of management hierarchy
C) the ""grapevine""
D) matrix organization"	A
Which of the following is not a barrier to effective communications between people?	"A) language differences
B) a tendency in some people to resist change
C) feedback from the information receiver to the sender
D) difference in status and position"	C
To estimate the for work task to be completed, without the necessity of training a worker to become experienced, which of the following methods should be used?	"A) predetermined motion time data
B) work sampling methods
C) micromotion study with a video camera
D) physiological methods"	B
An individual is more likely to accept a change in procedure if the decision for change comes from that person's:	"A) subordinate
B) work group
C) customer
D) boss"	A
Which style of management best promotes group consensus and team input from employees at lower organizational levels?	"A) Theory W
B) Theory X
C) Theory Y
D) Theory Z"	D
When writing technical instructions, how can one assure the instructions are effective?	"A) use an outline
B) field test
C) use great detail
D) proofread"	A
When writing a technical report that may be read by a variety of people, the correct format for first time use of an abbreviation or acronym is:	"A) (EDM) electro discharge machining
B) EDM (electro discharge machining)
C) electro discharge machining (EDM)
D) EDM"	C
The sale of a product known to be faulty, falsification of test results, and nondisclosure of adverse in-process test data are all examples of:	"A) ineffective Failure Mode and Effect Analysis
B) ineffective quality control
C) poor manufacturing engineering
D) a lapse of ethical behavior"	D
Which of the following can reduce the amount of common cause variation that a process exhibits?	"A) establish tighter tolerances for critical quality characteristics
B) set X-bar control limits to values that are within the specified tolerances
C) encourage the process operators to work more accurately
D) improve equipment used in the process"	B
During strategic planning, the five-forces model, developed by Michael Porter, can be used to analyze the business environment. Which of the following is NOT included as one of the five environmental forces by Porter?	"A) Existing competition
B) Substitutes
C) Customers
D) Employees"	D
Line and staff refers to:	"A) An understanding of the product being produced
B) The ranking of employees within the dept.
C) Defines who performs which tasks
D) Relationships in an organization"	D
Span of management is:	"A) The number of managers in an organization
B) The number of subordinates a manager supervises
C) The authority a manager has
D) Who the employee reports to when his/her manager is absent"	B
Centralization-decentralization refers to:	"A) centralized location of MSDS sheets
B) where the manager's office is located
C) where the real authority resides
D) Raw stock is available when needed"	C
An appropriate way for an industry to deal with an ethical problem with the gray area beyond the reach of existing law would be:	"A) to cover each employee with liability insurance for such situations
B) to require its employees to pass an ethics test
C) for the industry to develop its own code of work behavior
D) remove employees that percent a risk to the company"	C
Techniques of participative management include:	"A) work place monitoring
B) Kaizen groups
C) vendor involvement
D) error reporting"	B
Business writing as a process generally follows a series of steps. The first step is:	"A) editing the message
B) deciding the purpose of the message
C) selecting the appropriate communication
D) deciding who is the audience"	B
Organizational leadership styles can be viewed via a grid whereby concern for production and concern for people are integrated. The management style for which concern for production is low and concern for people is high is called:	"A) Organization Man Management
B) Team Management
C) Country Club Management
D) Impoverished Management"	C
If a manufacturing engineering manager with 6 subordinates were to prioritize and graphically schedule the department's activities for the upcoming week, he/she should use a:	"A) Pareto Chart
B) Critical Path Method Chart
C) Gantt Chart
D) Load Planning Chart"	C
If a manufacturing engineering manager with six subordinates were to prioritize and graphically schedule the department’s activities for the upcoming week, he/she should use a:	"A) Pareto chart
B) Critical Path Method chart
C) Load Planning chart
D) Gantt chart"	D
The facilitator’s first responsibility in leading a group discussion of a problem is to:	"A) Find the root cause of the problem
B) Makes sure the reason for the item up for discussion is clear
C) Makes sure everyone knows the history of the problem
D) Makes sure everyone knows the current status of the problem"	D
Which of the following is NOT a characteristic that is ascribed to creativity and innovation?	"A) Emulating acts of creative people
B) Risk taking
C) High intelligence
D) Hard work"	C
When labor unions and company officials have an issue which has reached an impasse, the process by which final settlement may be reached through a third party is known as:	"A) mediation
B) arbitration
C) negotiation
D) collective bargaining"	B
Departmental supervisors usually have most of their union contacts with which of the following?	"A) union shop steward
B) union business representatives
C) union business agents
D) union attorneys"	B
Which of the following items is not a part of Value Engineering Analysis?	"A) Waste
B) Use value
C) Esteem value
D) Sunk costs"	D
Which of the following would be the most appropriate application of Value Engineering Analysis?	"A) Material substitution to satisfy customer
B) Limiting work-in-process inventories
C) Assessing the value of an existing CNC machine
D) Calculating engineering indirect labor costs"	A
Which of the following product design methods is most dependent on open communication and a team approach?	"A) Simultaneous Engineering
B) Value Analysis Engineering
C) Group Technology
D) Phased Product Development"	A
A critical and expensive component of a flexible work cell needs to be replaced periodically as part of a preventative maintenance program. The machine is in operation 15 hours per day, the MTBF of the component is 600 hours, the component has a standard deviation of 30 hours and is highly reliable until wear out. In how many workdays should the component be replaced to cost-effectively assure no machine breakdown?	"A) 35 days
B) 40 days
C) 45 days
D) 30 days"	D
An experimental part is to be made. Each piece can be turned out on an engine lathe in 4 hours at $16/hr. A numerical control program can be developed in 3 hrs at $10/hr. Pieces can be turned on the NC machine in 2 hrs each at a cost of $30/hr. The NC machine is justified for more than:	"A) 5 pieces
B) 10 pieces
C) 7 pieces
D) 1 piece"	C
The set-up cost for running an operation is $13.79 and the part material cost is $0.81. If 300 parts are to be run in lots of 5 parts, the part cost is:	"A) $3.57 each
B) $1.42 each
C) $0.86 each
D) $4.35 each"	A
A set of chuck jaws for an operation costs $50. Another set can save. 5min. inloading each piece, but costs$100. Either set can be used only for this one job which will last less than a year. The cost of the jaws and 20% for recovered. Time saved is worth $6/hr. How many pieces must production rate of 20 pieces per hour?	"A) 1200
B) 200
C) 2000
D) 700"	A
Depreciation is the distribution of an asset’s cost over its depreciable life. The practice whereby the property class of the asset must be determined to get the depreciation rate(s) for a particular timeframe is the:	"A) Double Declining Balance Method
B) Sum of the Years Digits
C) Straight Line Depreciation
D) Accelerated Cost Recovery System"	D
How long will it take for $1,000,000 to double at 8.5% interest compounded annually?	"A) 9.4 years
B) 8.5 years
C) 7.6 years
D) 11.9 years"	B
Capital investments typically require an immediate outlay of cash. Determine the future value of a $250,000 cash outlay if it was to be invested at 12.0% interest, compounded annually, for 5 years.	"A) $440,500
B) $393,500
C) $493,500
D) $400,000"	A
As a visual aid, radar charts are usually used to graphically illustrate:	"A) a comparison of two or more variables over time
B) a subset of data
C) data with respect to time
D) the value of each variable with respect to a maximum value"	D
Which of the following visual aids probably will best illustrate the comparison of subsets of data?	"A) A pie chart
B) A flow chart
C) A bar chart
D) A table"	A
Which of the following is the most typical mistake made by individuals preparing visual aids for presenting oral technical reports?	"A) The language and words are too technical
B) Not enough detail is included
C) The print is too small
D) No color is used"	C
Which of the following statements is true?	"A) Confrontation and conflict are not the same
B) Conflict and confrontation are the same
C) Conflict implies bringing issues to a person's attention
D) Confrontation implies disagreement, arguing, and hurt feelings"	A
Five basic modes of managing conflict within an organization include withdrawal, smoothing, compromising, forcing, and confrontation. In general, the best modes of conflict management are:	"A) Smoothing and Compromising
B) Compromising and Confrontation
C) Withdrawal and Compromising
D) Smoothing and Withdrawal"	B
A problem solving approach that whereby parties work through their disagreements is called:	"A) Confrontation
B) Compromise
C) Forcing
D) Smoothing"	A
In preparing a presentation the presenter must first determine the goal and topic of the presentation, the second step is:	"A) to organize the flow of topics
B) to develop the main statement
C) to evaluate the audience
D) to determine the length of the presentation"	C
Which of the following is essential in preparing tables or charts as visual aids for presenting oral technical reports?	"A) Tables and charts must be in color
B) Tables and charts must be in landscape format
C) Tables and charts must use only capital letters for ease in reading
D) Tables and charts must be labeled"	D

The law of conservation of momentum states that in an isolated system:
the total momentum before an interaction equals the total momentum after the interaction.

A force applied over a period of time is called:
impulse.

If a flywheel on a punch press accelerates from at rest to a top rotational speed of 3,000 rpm in 90 seconds, what is the angular acceleration ?
2000 rev/min2

When an applied force stretches an object, the part is under:
tension.

The ratio of the lateral strain on the element compared to the axial strain is called:
Poisson's ratio.

The energy required to raise the temperature of a unit mass of material by one degree is the definition of:
specific heat.

Which of the following variables must be held constant when using Boyle’s Law?
temperature

Standard atmospheric pressure at sea level is:
101.33 kPa. 29.2in.Hg. 14.7psi 76.0cmHg

A cylindrical water tank has a diameter of 12 feet. If the tank were filled with water to a height of 8 feet, the force in pounds exerted on the bottom of the tank would be closest to:
56,000lbs.

Ductility is measured by determining the:
percent of elongation at fracture.

Which of the following tests would be used for accelerated aging for metal parts?
Fatigue

The modulus of elasticity is the:
ratio of stress to strain in the elastic zone of a material.

A metal undergoes plastic deformation when:
the metal remains deformed once the deforming force is removed.

The general type of machine that presses a steel ball into a workpiece and then measures the amount of penetration is a/an:
hardness testing machine.

Which of the following is a plain low-carbon steel?
1020

When metals solidify from a molten state, the atoms arrange themselves into various orderly configurations known as:
crystals.

Carburizing is:
diffusing carbon into the surface of a steel part.

Tempering is used to:
remove some of the stress produced by quenching.

An example of a thermoplastic resin is:
polysulfone.?polystyrene.?

If you needed a plastic that would flow into a mold at room temperature, what type would you use ?
Elastomer

A material comprised of a combination of materials which has properties that exceed the properties of each ingredient acting alone and in which each ingredient is still recognizable with the naked eye after the combination is complete is called a/an:
composite.

Roughness and waviness are:
predictable and controllable surface finish defects that appear on a a result of machining.

The most common method of projection using ANSI standard practices is commonly referred to as:
third angle projection.

The symbol shown in Fig.10 indicates that the surface to which it is applied must be produced by:
machining

If a hole's diameter is 0.05 mm greater than its specified size at maximum material condition, what amount of bonus tolerance may be added to the hole's positional tolerance?
0.050 mm

Generally speaking, the appropriate percentage of the workpiece locational tolerance applied to a jig or fixture is:
20 to 50 percent.

If a 2” diameter shaft is 0.002” smaller than the hole in which it fits, it is a (an):
clearance fit.

Calculate the lower limit on the O.D. of a 7/8" diameter shaft using an RC-4 fit.
.8734

What are the limits of size of an OD 5.750 in. shaft produced for an LC-4 fit?
5.746, 5.750

What is GD&T?
An international standard that uses dedicated symbols to communicate instructions about design.

The Initial Graphics Exchange Specifications (IGES) defines a standard method which can be used to:
exchange CAD data between CAD systems.

Which of the following commands would be used to proportionally increase or decrease the size of an object on a CAD display without changing the dimensions of that object?
zoom

Stereolithography is a technique which can be used to:
rapidly generate physical prototypes of piece parts directly from 3D CAD data.

A surface representation of a lathe-turned part would best be represented by:
surface of revolution.

Which of the following engineering analysis methods would be most appropriate for modeling the heat distribution in an engine exhaust manifold?
finite element analysis

Which type of rapid prototyping system involves depositing layers of thermoplastic material from a lightweight extruder head/nozzle onto a fixtureless base?
Fused-deposition modeling

The accuracy of CNC machined models can be optimized by using:
edge and point data.

To make a detailed and accurate cost estimate, or make/buy decisions, the design configuration of the end product must be complete. Showing the assembly relationship bwteen component parts of the final assembly, is best conveyed by completing a cmprehensive:
bill of process.

Which of the following engineering analysis methods would be most appropriate for modeling the heat distribution in an engine exhaust manifold?
Finite element analysis

Applying additive manufacturing for the creation of production parts has the advantage over traditional subtractive methods for:
functional complexity

When part prints are not available, parts and prototypes can still be re-created for 3D printing by using:
3D scanning

Which of the following is the greatest benefit of Design for Manufacture?
Ease of productibility

In a Group Technology classification system, which of the following would most likely be found in the same part family?
Engine flywheel, brake drum, cast iron pulley

Which of the following methods may be used to achieve high quality products by conducting market research and experiments aimed at determining customer needs?
Quality Function Deployment

A manufacturing engineer should view the design specifications for a product as:
important but changeable if necessary to make production easier and economical.

The first step in designing a manufacturing process is to:
identify the product specifications and the tolerances required.

Which of the following is NOT a type of patent?
Greyhound

An example of a descriptive trademark is?
Pizza Hut

Which of the following designations is a legitimate and effective means of restricting information on formulas, design, systems or compiled information?
Trade secret

In reference to cutting tool design and using the Taylor equation for tool P215
wear, what is the expected tool life if the Cutting speed (V) is 120 ft/min. Tool material is carbide (n=3), and a cutting speed corresponding to a tool life of 1 minute is given as C=700 ft/min.
357.3 minutes. P.215

On a lathe, a parting tool is typically mounted on the:
cross-slide

What happens when a tool's depth-of-cut is increased prior to the second cut of a turning operation and other parameters of the cutting operation remain the same?
All the cutting forces are increased

A drilling machine consisting of two or more independent, light duty, single spindle machines mounted on a common base is a:
gang drill.

A machine specifically designed to drill deep holes, generally utilizing a horizontal spindle, is a:
gun drill.

Precision boring machines maintain close tolerances and:
take relatively light cuts.

The components of a plain milling machine which provide the x, y and z motions are, respectively, the:
table, saddle, and knee

A 5" diameter face mill with 10 cemented, carbide, inserted teeth is rotating at 200 rpm. The table of the milling machine is fed at a rate of 4 ipm. The basic feed in inches per tooth is:
0.002 units. p.231 Eq24-14

The flats on a hexagon nut are to be straddle milled from round bar stock on a milling machine. Forty turns of the crank handle on a universal dividing head rotate the workpiece 360°. How many turns of the handle are necessary to index the workpiece from one set of flats to the next?
6 2/3

For band sawing metals, which one of the following is NOT important in determining the blade pitch, or number of teeth per inch?
The grain direction of the material being cut.
p.233-234

Which of the following characteristics are associated with the cold-working of steel?
high strength, high hardness, low ductility
p.247-248

Which of the following would tend to decrease the chance of material fracture along a bend?
Corner setting p.261

Cold forming of steel:
occurs below the recrystallization temperature.
p.247-248

The force needed to pierce a 2 inch diameter hole in .125 inch thick steel having a shear strength of 60,000 psi is approximately:
47,124 lb. p.259

A die which performs a series of fundamental sheet metal operations at two or more stations during each press stroke is commonly referred to as a :
progressive die. p.264-265

Which stamping operation produces a slug that becomes the usable work piece?
Blanking p.259

A core in a mold is:
used to produce a cavity in the casting.
p.276-277

In a soldering process, the PRIMARY function of flux is to:
removes oxides and facilitates wetting.
p.294-295

Spot welding is an example of:
resistance welding p.291-292

The pitch of a screw thread is the:
distance between the peaks of two adjacent threads.
p.297

How much heat would be generated creating a resistance spot weld on 16 gage (.062 inch) sheet metal if the current was set at 6800 Amps, the resistance of the system was determined to be 1.5 ohms and the time of application was .5 seconds ?
34,680,000 Joules p.291

In a powder coating system, thermoset powders include:
epoxy. p.316

Injection molding is used mainly to mold:
thermoplastic materials.

Which one of the following materials can be thermoformed (vacuum-formed)?
polyethylene p.320-321

A plastics manufacturing firm for certain products wishes to choose only one type of thermoplastic material for its injection molding, rotational molding, theremoforming and reinforced plastic molding processes.
Which type of material would be suitable for the above applications ?
polyethylene p.320-321

Filament winding is the name of an operation that can be used:
to produce round industrial storage tanks.
p.332-333

Glazing is a technique used for the finishing of:
ceramic parts. p.337

If someone must prepare a circuit board for copper application, what process must they perform ?
Etching excess material to leave copper tracks.

If a time standard is needed during the planning phase of a new product development program, which time study techniquewould provide the estimate?
Predetermined Time-standard System
p.348:35.7

Key concepts, in regards to forecasting for production and inventory planning, include all of the following except:
Forecast accuracy is indirectly proportional to the number of items in the forecast group.
p.346:35.2

The core philosophy of Just-In-Time (JIT) is the elimination of:
waste p.355:36.4

Acomputer-aided process planning (CAPP) system will not provide:
data for accurate cost estimates.
p.361:37.2

Which is the best approach for a maintenance program in a highly automated manufacturing facility?
preventative maintenance

When designing with concern for ergonomics, human factors engineers would most likely suggest that features be designed to:
adjust to fit people from the 5th to the 95th percentile of size.
P372

For the completion of a given process, the raw data showed a statistical average time of 2.07 minutes. The rating was 90%, and the allowance was 10%. The standard time for the process:
2.05 minutes
P371,372 37-1,2

If an assembly job’s normal time is 3 minutes and the worker’s actual assembly time is 4 minutes, what is the worker’s performance rating?
75%

What type of power is used for robots that work with large heavy loads?
Hydraulic. P449:44.1

What type of maintenance approach uses sophisticated sensors, programable controllers, and computers to monitor equipment breakdowns?
Predictive maintenance
P370:37.6

What type of maintenance approach will NOT prevent all breakdowns, but can dramatically reduce the amount of production time lost waiting for equipment to be repaired?
Preventive maintenance
P370:37.6

Which of the following includes the study of human factors?
engineering anthropometry.
P372:37.8

The main difference between a jig and a fixture is:
jigs guide the cutting tool.
P386:38.4 P389:38.5

A workpiece may be positively located by six pins positioned so that they collectively restrict the workpiece in three axes. This method of location is known as the:
3-2-1 method P378

For workholding, the initial clamping pressure should be directed toward the:
primary location plane.
P384:38.3

When designing a manual assembly operation, which of the following would not contribute to repetitive motion injuries?
inadequate lighting

Based on OSHA regulations, oxygen cylinders may not be stored with compressed gas cylinders containing:
acetylene.
P409

Which of the following types of portable fire extinguishers should be used on a fire involving computers?
Class C
P408

If a manufacturing plant had 20 injuries and job-related illnesses during a period in which all employees worked a total of 800,000 hours, what would be the plant's total injury-illness rate based upon OSHA's current factor of hours worked per year by 100 employees?
5.2 or 5.0

Which of the following is the most effective method to assure safety within an organization?
integrating and applying the safety ethic throughout the organization
P400:40.2

OSHA requires that ear protection be provided to employees when they experience sound duration of 8 hours per day that exceeds: (as measured on the "A" scale of a standard soundlevel meter at slow response)
90 dBA.

OSHA requirements stipulate that when a press is being worked on, which of the following be done?
The main power disconnect be locked
P419

The safe use of chemicals begins with:
developing the Material Safety Data Sheet
P420:40 10

Which statement below is TRUE about exposure control plans for bloodborne pathogens and infectious materials in the workplace? AN exposure control plan must:
include guidelines fbr ensuring use of PPE, proper signs and labels for
infectious materials to reduce or mitigate exposure.

The waste for any facility must be properly managed and in doing so, the generator of the hazardous waste may not treat, store, dispose of, transport, or offer for transportation any hazardous waste without having:
an EPA identification number.
P421

What is the level that a worker can be exposed to a chemical without negative effects?
Threshold limit

Which document describes the procedures to follow during workplace fires?
Emergency Action Plan
P420:40.10

A software designed to disrupt a digital system or to allow a hacker to gain access to the system without authorization is?
Malware

A smart sensor can communicate with other systems in real time using:
WiFi.

An HMI,(Human Interface Controller), is a computer assist interface that displays:
machine or process data.

Cloud computing allows manufacturers to upload data and:
analyze the data.

Machine learning algorithms must be coded into computer software using:
a computer programming language

Which technology enables machine learning AI(Artificial Intelligence) software to perform virtual simulations of production processes?
Digital Twin

Which of the following techniques would be the best method for determining the average of a column of ten numbers in a spreadsheet? Assume all functions exist for a specific spreadsheet.
@AVG(b2..b11)

Which of the following best describes the Z axis on a CNC milling machine feeding into a work piece while the X and Y axis are moving?
incremental positioning

The function of feedback in CNC is:
establishing a closed loop.

The "Z" axis on an NC machine is generally the:
spindle axis.

The postprocessor of an NC programming system is responsible for:
transferring an NC program to a specific machine tool.

The type of system where a central host computer is used for the sending of part programs to the computer controller(s) of two or more machine tools is best known as:
distributed numerical control.

When using the right-hand rnle for identification of CNC machine axes, the thumb corresponds to which axis?
+X

The key element of an information system to enable the real-time access by multiple users to a CAD document database is a:
client server.

Motion control on a CNC machine is typically:
closed loop servo control.
P430

Motion control on a CNC machine is typically:
closed loop servo control.
P441

A ladder logic statement (one line of code) is referred to as a:
rung.

A proximity switch transmits a signal to which Programmable Logic Controller (PLC) module?
Input

In ladder logic code this symbol ---| |--- represents a(n):
examine on symbol.

When troubleshooting a problem in a programmable logic controller (PLC), the first thing to check/observe is:
LED status lights.

Programmable logic controllers (PLC) differ from a computer numerical controller (CNC) where:
it is dedicated to one process or operation for a significant amount of time

The accuracy of a robot is:
the same as the repeatability of the robot.

What are the four basic industrial robot configurations available?
polar, cartesian, cylindrical, and jointed-arm.
P450

Which type of robotic power system should be selected for extremely quick and accurate assembly of small components?
electrical
P449

Interlocks on a robot are used:
primarily for shutting down the robot in an emergency situation.

The origin of the world coordinate system, when controlling the movement of a robotic arm, is located:
at the center of the base of the robot.
P450 Coordinate system

What type of power is used for robots that work with large heavy loads?
Hydraulic.
P449

What type of control requires outside sensing to modify the robot program?
Adaptive

A bar code can be read from either left to right or right to left. The symbology feature that allows for this is its:
start/stop character.
P456

The X dimension of a bar code refers to the:
width of the narrowest element.

